도형아이디,시도명,시군구명,읍면동명,법정동명,지번,도로명,건물번호,통정보,건물명,동정보,호정보,등본주소,계약주소,준공일,입주형태,지번주소,기준년도,년도값,공간아이디,면적,등급,공간정보,longitude,latitude
25532,경기도,광명시,하안1동,하안동,579-3,안재로1번길,Jan-44,9통,\N,\N,101,경기도 광명시 하안1동 579-3,경기도 광명시 하안동 579-3번지,1994-10-24,다가구주택,경기도 광명시 하안동 579-3번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871462290581 37.4603476503214),126.871462290581,37.4603476503214
22498,경기도,광명시,광명6동,광명동,351-14,광명로831번길,07월 17일,8통,\N,\N,\N,경기도 광명시 광명6동 351-14,경기도 광명시 광명동 351-14번지,1994-03-04,다가구주택,경기도 광명시 광명동 351-14번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849699936272 37.4737560131931),126.849699936272,37.4737560131931
18092,충청북도,청주시흥덕구,모충동,모충동,133-9,남들로,Apr-71,8통,1층 나가서 쪽문,\N,\N,충청북도 청주시흥덕구 모충동 133-9,충청북도 청주시 서원구 모충동 133-9번지,1986-07-31,다가구주택,충청북도 청주시 서원구 모충동 133-9번지,2017-07-16,2017,6188,12337.72678,4,POINT (127.486292909592 36.6241818976701),127.486292909592,36.6241818976701
29515,서울특별시,마포구,서교동,서교동,468-26,잔다리로,Jun-99,17통,\N,\N,103,서울특별시 마포구 서교동 468-26,서울특별시 마포구 서교동 468-26번지,1997-10-04,다가구주택,서울특별시 마포구 서교동 468-26번지,2012-01-01,2012,202,0,3,POINT (126.914462962614 37.5559831538964),126.914462962614,37.5559831538964
25533,경기도,광명시,하안1동,하안동,579-3,안재로1번길,Jan-44,9통,\N,\N,102,경기도 광명시 하안1동 579-3,경기도 광명시 하안동 579-3번지,1994-10-24,다가구주택,경기도 광명시 하안동 579-3번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871462290581 37.4603476503214),126.871462290581,37.4603476503214
22499,경기도,광명시,광명6동,광명동,351-15,광명로831번길,09월 17일,8통,\N,\N,\N,경기도 광명시 광명6동 351-15,경기도 광명시 광명동 351-15번지,1992-11-28,다가구주택,경기도 광명시 광명동 351-15번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849688704521 37.4736658658244),126.849688704521,37.4736658658244
14316,경기도,부천시오정구,원종2동,원종동,216-3,원종로24번길,43,1통,부원주택,가,B01,경기도 부천시오정구 원종2동 216-3,경기도 부천시 원종동 216-3번지,1991-05-14,다세대주택,경기도 부천시 원종동 216-3번지,2011-07-27,2011,1537,267.2406035,2,POINT (126.802735965141 37.5221609592075),126.802735965141,37.5221609592075
30366,서울특별시,마포구,합정동,합정동,431-30,양화로1길,88,14통,\N,\N,101,서울특별시 마포구 합정동 431-30,서울특별시 마포구 합정동 431-30번지,1994-09-09,다가구주택,서울특별시 마포구 합정동 431-30번지,2012-01-01,2012,240,0,3,POINT (126.908786067231 37.5522307434828),126.908786067231,37.5522307434828
25534,경기도,광명시,하안1동,하안동,579-4,안재로1번길,46,9통,\N,202,\N,경기도 광명시 하안1동 579-4,경기도 광명시 하안동 579-4번지,1992-08-13,다가구주택,경기도 광명시 하안동 579-4번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871564046886 37.4604108079618),126.871564046886,37.4604108079618
22500,경기도,광명시,광명6동,광명동,351-2,광명로831번길,17-35,8통,\N,\N,\N,경기도 광명시 광명6동 351-2,경기도 광명시 광명동 351-2번지,1994-09-14,다가구주택,경기도 광명시 광명동 351-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849247564957 37.4738004791894),126.849247564957,37.4738004791894
14317,경기도,부천시오정구,원종2동,원종동,216-3,원종동24번길,43,1통,부원주택,가,B02,경기도 부천시오정구 원종2동 216-3,경기도 부천시 원종동 216-3번지,1991-05-14,다세대주택,경기도 부천시 원종동 216-3번지,2011-07-27,2011,1537,267.2406035,2,POINT (126.802735965141 37.5221609592075),126.802735965141,37.5221609592075
30367,서울특별시,마포구,합정동,합정동,431-30,양화로1길,88,14통,\N,\N,102,서울특별시 마포구 합정동 431-30,서울특별시 마포구 합정동 431-30번지,1994-09-09,다가구주택,서울특별시 마포구 합정동 431-30번지,2012-01-01,2012,240,0,3,POINT (126.908786067231 37.5522307434828),126.908786067231,37.5522307434828
25535,경기도,광명시,하안1동,하안동,579-4,안재로1번길,46,9통,\N,\N,102,경기도 광명시 하안1동 579-4,경기도 광명시 하안동 579-4번지,1992-08-13,다가구주택,경기도 광명시 하안동 579-4번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871564046886 37.4604108079618),126.871564046886,37.4604108079618
22501,경기도,광명시,광명6동,광명동,351-3,광화로,10월 20일,8통,\N,\N,\N,경기도 광명시 광명6동 351-3,경기도 광명시 광명동 351-3번지,1995-08-02,다가구주택,경기도 광명시 광명동 351-3번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849247732595 37.4737013212748),126.849247732595,37.4737013212748
14322,경기도,부천시오정구,원종2동,원종동,217-12,원종로30번길,10,2통,삼다주택,나,B01,경기도 부천시오정구 원종2동 217-12,경기도 부천시 원종동 217-12번지,1987-11-27,다세대주택,경기도 부천시 원종동 217-12번지,2010-09-21,2010,4436,264.1082305,2,POINT (126.803048777768 37.5236842024716),126.803048777768,37.5236842024716
30511,서울특별시,마포구,합정동,합정동,436-18,포은로2가길,11,17통,흰돌주택,\N,B02,서울특별시 마포구 합정동 436-18,서울특별시 마포구 합정동 436-18번지,1997-07-30,단독주택,서울특별시 마포구 합정동 436-18번지,2012-01-01,2012,241,0,3,POINT (126.908210146664 37.5512661959749),126.908210146664,37.5512661959749
25536,경기도,광명시,하안1동,하안동,579-5,안재로1번길,Jan-46,9통,\N,\N,102,경기도 광명시 하안1동 579-5,경기도 광명시 하안동 579-5번지,1992-10-31,다가구주택,경기도 광명시 하안동 579-5번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871676867302 37.4604829761481),126.871676867302,37.4604829761481
22502,경기도,광명시,광명6동,광명동,351-3,광화로,10월 20일,8통,\N,\N,\N,경기도 광명시 광명6동 351-3,경기도 광명시 광명동 351-3번지,1995-08-02,다가구주택,경기도 광명시 광명동 351-3번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849247732595 37.4737013212748),126.849247732595,37.4737013212748
14323,경기도,부천시오정구,원종2동,원종동,217-12,원종로30번길,10,2통,삼다주택,나,B02,경기도 부천시오정구 원종2동 217-12,경기도 부천시 원종동 217-12번지,1987-11-27,다세대주택,경기도 부천시 원종동 217-12번지,2010-09-21,2010,4436,264.1082305,2,POINT (126.803048777768 37.5236842024716),126.803048777768,37.5236842024716
30512,서울특별시,마포구,합정동,합정동,436-18,포은로2가길,11,17통,흰돌주택,\N,B03,서울특별시 마포구 합정동 436-18,서울특별시 마포구 합정동 436-18번지,1997-07-30,단독주택,서울특별시 마포구 합정동 436-18번지,2012-01-01,2012,241,0,3,POINT (126.908210146664 37.5512661959749),126.908210146664,37.5512661959749
25537,경기도,광명시,하안1동,하안동,579-5,안재로1번길,Jan-46,9통,\N,\N,103,경기도 광명시 하안1동 579-5,경기도 광명시 하안동 579-5번지,1992-10-31,다가구주택,경기도 광명시 하안동 579-5번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871676867302 37.4604829761481),126.871676867302,37.4604829761481
22503,경기도,광명시,광명6동,광명동,351-6,광명로831번길,17-25,8통,\N,\N,\N,경기도 광명시 광명6동 351-6,경기도 광명시 광명동 351-6번지,1994-06-29,다가구주택,경기도 광명시 광명동 351-6번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849417130858 37.4738096992829),126.849417130858,37.4738096992829
18091,충청북도,청주시흥덕구,모충동,모충동,132-59,무심서로,357-2,8통,\N,\N,\N,충청북도 청주시흥덕구 모충동 132-59,충청북도 청주시 서원구 모충동 132-59번지,1992-03-23,독서실,충청북도 청주시 서원구 모충동 132-59번지,2017-07-16,2017,6185,23274.28623,4,POINT (127.487027834862 36.6255035561628),127.487027834862,36.6255035561628
10960,서울특별시,서초구,서초1동,서초동,1614-35,사임당로20길,Jun-48,14통,교육빌라,\N,101,서울특별시 서초구 서초1동 1614-35,서울특별시 서초구 서초동 1614-35번지,1987-09-10,다세대주택,서울특별시 서초구 서초동 1614-35번지,2013-01-01,2013,20,112.043,3,POINT (127.022083078987 37.4890044971784),127.022083078987,37.4890044971784
25673,경기도,광명시,하안1동,하안동,586-11,안재로5번길,12,5통,\N,\N,103,경기도 광명시 하안1동 586-11,경기도 광명시 하안동 586-11번지,1994-07-15,다가구주택,경기도 광명시 하안동 586-11번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871204463239 37.4590949329823),126.871204463239,37.4590949329823
22504,경기도,광명시,광명6동,광명동,351-7,광명로831번길,17-27,8통,\N,\N,\N,경기도 광명시 광명6동 351-7,경기도 광명시 광명동 351-7번지,1994-10-07,다가구주택,경기도 광명시 광명동 351-7번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849417382315 37.473692562186),126.849417382315,37.473692562186
14324,경기도,부천시오정구,원종2동,원종동,217-13,원종로30번길,12,2통,안국빌라,가,B01,경기도 부천시오정구 원종2동 217-13,경기도 부천시 원종동 217-13번지,1987-11-05,다세대주택,경기도 부천시 원종동 217-13번지,2011-07-27,2011,3269,264.8769375,2,POINT (126.803048945406 37.523594138922),126.803048945406,37.523594138922
11161,서울특별시,서초구,서초1동,서초동,1640-16,우면로22길,Jul-92,24통,봉황주택,\N,102,서울특별시 서초구 서초1동 1640-16,서울특별시 서초구 서초동 1640-16번지,1996-06-24,다가구주택,서울특별시 서초구 서초동 1640-16번지,2012-01-01,2012,387,0,3,POINT (127.019257623246 37.4940145702539),127.019257623246,37.4940145702539
26691,경기도,광명시,소하2동,소하동,949-11,영우로,44,18통,녹지빌라,2,B01,경기도 광명시 소하2동 949-11,경기도 광명시 소하동 949-11번지,1991-03-06,다세대주택,경기도 광명시 소하동 949-11번지,2010-09-21,2010,4546,53867.11407,2,POINT (126.874638780427 37.4330772959781),126.874638780427,37.4330772959781
22505,경기도,광명시,광명6동,광명동,351-7,광명로831번길,17-27,8통,\N,\N,\N,경기도 광명시 광명6동 351-7,경기도 광명시 광명동 351-7번지,1994-10-07,다가구주택,경기도 광명시 광명동 351-7번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849417382315 37.473692562186),126.849417382315,37.473692562186
14325,경기도,부천시오정구,원종2동,원종동,217-13,원종로30번길,12,2통,안국빌라,가,B02,경기도 부천시오정구 원종2동 217-13,경기도 부천시 원종동 217-13번지,1987-11-05,다세대주택,경기도 부천시 원종동 217-13번지,2011-07-27,2011,3269,264.8769375,2,POINT (126.803048945406 37.523594138922),126.803048945406,37.523594138922
11162,서울특별시,서초구,서초1동,서초동,1640-16,우면로22길,Jul-92,24통,봉황주택,\N,103,서울특별시 서초구 서초1동 1640-16,서울특별시 서초구 서초동 1640-16번지,1996-06-24,다가구주택,서울특별시 서초구 서초동 1640-16번지,2012-01-01,2012,387,0,3,POINT (127.019257623246 37.4940145702539),127.019257623246,37.4940145702539
25674,경기도,광명시,하안1동,하안동,586-12,안재로5번길,14,5통,\N,\N,101,경기도 광명시 하안1동 586-12,경기도 광명시 하안동 586-12번지,1991-09-19,다가구주택,경기도 광명시 하안동 586-12번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871102706935 37.4591939232588),126.871102706935,37.4591939232588
22506,경기도,광명시,광명6동,광명동,352-2,광명로831번길,\N,8통,\N,\N,\N,경기도 광명시 광명6동 352-2,경기도 광명시 광명동 352-2번지,1988-09-02,단독주택,경기도 광명시 광명동 352-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.848636943311 37.4739078513691),126.848636943311,37.4739078513691
18090,충청북도,청주시흥덕구,모충동,모충동,132-59,무심서로,357-2,8통,\N,\N,102,충청북도 청주시흥덕구 모충동 132-59,충청북도 청주시 서원구 모충동 132-59번지,1992-03-23,독서실,충청북도 청주시 서원구 모충동 132-59번지,2017-07-16,2017,6185,23274.28623,4,POINT (127.487027834862 36.6255035561628),127.487027834862,36.6255035561628
11347,서울특별시,서초구,서초2동,서초동,1341-15,강남대로47길,46,9통,\N,\N,B01,서울특별시 서초구 서초2동 1341-15,서울특별시 서초구 서초동 1341-15번지,1997-09-02,다가구주택,서울특별시 서초구 서초동 1341-15번지,2013-01-01,2013,5,115.497,3,POINT (127.029115914846 37.4882911553086),127.029115914846,37.4882911553086
26692,경기도,광명시,소하2동,소하동,949-11,영우로,44,18통,녹지빌라,2,B02,경기도 광명시 소하2동 949-11,경기도 광명시 소하동 949-11번지,1991-03-06,다세대주택,경기도 광명시 소하동 949-11번지,2010-09-21,2010,4546,53867.11407,2,POINT (126.874638780427 37.4330772959781),126.874638780427,37.4330772959781
22507,경기도,광명시,광명6동,광명동,352-2,광명로831번길,\N,8통,\N,\N,\N,경기도 광명시 광명6동 352-2,경기도 광명시 광명동 352-2번지,1988-09-02,단독주택,경기도 광명시 광명동 352-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.848636943311 37.4739078513691),126.848636943311,37.4739078513691
14326,경기도,부천시오정구,원종2동,원종동,217-13,원종로30번길,12,2통,안국빌라,가,B03,경기도 부천시오정구 원종2동 217-13,경기도 부천시 원종동 217-13번지,1987-11-05,다세대주택,경기도 부천시 원종동 217-13번지,2011-07-27,2011,3269,264.8769375,2,POINT (126.803048945406 37.523594138922),126.803048945406,37.523594138922
11348,서울특별시,서초구,서초2동,서초동,1341-15,강남대로47길,46,9통,\N,\N,B02,서울특별시 서초구 서초2동 1341-15,서울특별시 서초구 서초동 1341-15번지,1997-09-02,다가구주택,서울특별시 서초구 서초동 1341-15번지,2013-01-01,2013,5,115.497,3,POINT (127.029115914846 37.4882911553086),127.029115914846,37.4882911553086
25675,경기도,광명시,하안1동,하안동,586-12,안재로5번길,14,5통,\N,\N,102,경기도 광명시 하안1동 586-12,경기도 광명시 하안동 586-12번지,1991-09-19,다가구주택,경기도 광명시 하안동 586-12번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871102706935 37.4591939232588),126.871102706935,37.4591939232588
22508,경기도,광명시,광명6동,광명동,352-2,광명로831번길,09월 27일,8통,\N,\N,\N,경기도 광명시 광명6동 352-2,경기도 광명시 광명동 352-2번지,1988-09-02,단독주택,경기도 광명시 광명동 352-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.848636943311 37.4739078513691),126.848636943311,37.4739078513691
14327,경기도,부천시오정구,원종2동,원종동,217-14,원종로30번길,14,2통,안국빌라,나,B01,경기도 부천시오정구 원종2동 217-14,경기도 부천시 원종동 217-14번지,1987-11-05,다세대주택,경기도 부천시 원종동 217-14번지,2010-09-21,2010,2109,264.813617,2,POINT (126.803049196863 37.5235039915533),126.803049196863,37.5235039915533
11350,서울특별시,서초구,서초2동,서초동,1341-18,강남대로47길,54,9통,\N,\N,B101,서울특별시 서초구 서초2동 1341-18,서울특별시 서초구 서초동 1341-18번지,1979-06-28,단독주택,서울특별시 서초구 서초동 1341-18번지,2013-01-01,2013,6,142.46,3,POINT (127.028776699225 37.4881921231226),127.028776699225,37.4881921231226
25676,경기도,광명시,하안1동,하안동,586-12,안재로5번길,14,5통,\N,\N,104,경기도 광명시 하안1동 586-12,경기도 광명시 하안동 586-12번지,1991-09-19,다가구주택,경기도 광명시 하안동 586-12번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871102706935 37.4591939232588),126.871102706935,37.4591939232588
22509,경기도,광명시,광명6동,광명동,372-10,광명로807번길,10,9통,\N,\N,B01,경기도 광명시 광명6동 372-10,경기도 광명시 광명동 372-10번지,1997-03-21,다가구주택,경기도 광명시 광명동 372-10번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849465745897 37.4721699475647),126.849465745897,37.4721699475647
14328,경기도,부천시오정구,원종2동,원종동,217-14,원종로30번길,14,2통,안국빌라,나,B02,경기도 부천시오정구 원종2동 217-14,경기도 부천시 원종동 217-14번지,1987-11-05,다세대주택,경기도 부천시 원종동 217-14번지,2010-09-21,2010,2109,264.813617,2,POINT (126.803049196863 37.5235039915533),126.803049196863,37.5235039915533
11351,서울특별시,서초구,서초2동,서초동,1341-18,강남대로47길,54,9통,\N,\N,B102,서울특별시 서초구 서초2동 1341-18,서울특별시 서초구 서초동 1341-18번지,1979-06-28,단독주택,서울특별시 서초구 서초동 1341-18번지,2013-01-01,2013,6,142.46,3,POINT (127.028776699225 37.4881921231226),127.028776699225,37.4881921231226
25677,경기도,광명시,하안1동,하안동,586-13,안재로5번길,01월 14일,5통,\N,\N,\N,경기도 광명시 하안1동 586-13,경기도 광명시 하안동 586-13번지,1992-07-13,다가구주택,경기도 광명시 하안동 586-13번지,2010-09-21,2010,1662,178021.352,2,POINT (126.871000699173 37.4592929554448),126.871000699173,37.4592929554448
22510,경기도,광명시,광명6동,광명동,372-2,광화로13번길,5,9통,한국하이츠빌라,1,B01,경기도 광명시 광명6동 372-2,경기도 광명시 광명동 372-2번지,1995-12-30,다세대주택,경기도 광명시 광명동 372-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.8496005269 37.472611590043),126.8496005269,37.472611590043
17994,충청북도,청주시흥덕구,사직2동,사직동,732-36,사운로15번길,09월 01일,2통,\N,\N,\N,충청북도 청주시흥덕구 사직2동 732-36,충청북도 청주시 서원구 사직동 732-36번지,1989-08-08,단독주택,충청북도 청주시 서원구 사직동 732-36번지,2017-07-17,2017,6849,19734.17416,4,POINT (127.480159871038 36.6303434766039),127.480159871038,36.6303434766039
11352,서울특별시,서초구,서초2동,서초동,1342-10,서운로11길,18,8통,\N,\N,101,서울특별시 서초구 서초2동 1342-10,서울특별시 서초구 서초동 1342-10번지,1996-12-07,다가구주택,서울특별시 서초구 서초동 1342-10번지,2013-01-01,2013,23,144.804,3,POINT (127.027397037962 37.4877869838326),127.027397037962,37.4877869838326
23096,경기도,광명시,광명7동,광명동,337-56,새터로55번길,13,12통,대림주택,B,B02,경기도 광명시 광명7동 337-56,경기도 광명시 광명동 337-56번지,1996-12-12,다세대주택,경기도 광명시 광명동 337-56번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853306250113 37.4737515288749),126.853306250113,37.4737515288749
22511,경기도,광명시,광명6동,광명동,372-2,광화로13번길,5,9통,한국하이츠빌라,1,B02,경기도 광명시 광명6동 372-2,경기도 광명시 광명동 372-2번지,1995-12-30,다세대주택,경기도 광명시 광명동 372-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.8496005269 37.472611590043),126.8496005269,37.472611590043
14329,경기도,부천시오정구,원종2동,원종동,217-14,원종로30번길,14,2통,안국빌라,나,B03,경기도 부천시오정구 원종2동 217-14,경기도 부천시 원종동 217-14번지,1987-11-05,다세대주택,경기도 부천시 원종동 217-14번지,2010-09-21,2010,2109,264.813617,2,POINT (126.803049196863 37.5235039915533),126.803049196863,37.5235039915533
11353,서울특별시,서초구,서초2동,서초동,1342-10,서운로11길,18,8통,\N,\N,102,서울특별시 서초구 서초2동 1342-10,서울특별시 서초구 서초동 1342-10번지,1996-12-07,다가구주택,서울특별시 서초구 서초동 1342-10번지,2013-01-01,2013,23,144.804,3,POINT (127.027397037962 37.4877869838326),127.027397037962,37.4877869838326
23101,경기도,광명시,광명7동,광명동,337-8,새터로55번길,11월 02일,12통,\N,\N,\N,경기도 광명시 광명7동 337-8,경기도 광명시 광명동 337-8번지,1995-02-09,다가구주택,경기도 광명시 광명동 337-8번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853329048889 37.4736164125957),126.853329048889,37.4736164125957
22512,경기도,광명시,광명6동,광명동,372-2,광화로13번길,5,9통,한국하이츠빌라,2,B01,경기도 광명시 광명6동 372-2,경기도 광명시 광명동 372-2번지,1995-12-30,다세대주택,경기도 광명시 광명동 372-2번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.8496005269 37.472611590043),126.8496005269,37.472611590043
17815,충청북도,청주시상당구,영운동,영운동,210-6,영운뚝방길,133,10통,은하연립,다,B5,충청북도 청주시상당구 영운동 210-6,충청북도 청주시 상당구 영운동 210-6번지,1983-12-30,연립주택,충청북도 청주시 상당구 영운동 210-6번지,2017-07-16,2017,6953,10249.14957,4,POINT (127.50155845075 36.6163959059009),127.50155845075,36.6163959059009
11354,서울특별시,서초구,서초2동,서초동,1342-11,서운로11길,20,8통,\N,\N,B01,서울특별시 서초구 서초2동 1342-11,서울특별시 서초구 서초동 1342-11번지,1996-10-19,다가구주택,서울특별시 서초구 서초동 1342-11번지,2013-01-01,2013,24,137.564,3,POINT (127.027272650519 37.4877330043762),127.027272650519,37.4877330043762
23102,경기도,광명시,광명7동,광명동,337-8,새터로55번길,11월 02일,12통,\N,\N,\N,경기도 광명시 광명7동 337-8,경기도 광명시 광명동 337-8번지,1995-02-09,다가구주택,경기도 광명시 광명동 337-8번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.853329048889 37.4736164125957),126.853329048889,37.4736164125957
22513,경기도,광명시,광명6동,광명동,372-21,광화로,09월 11일,9통,\N,\N,1,경기도 광명시 광명6동 372-21,경기도 광명시 광명동 372-21번지,1988-12-19,단독주택,경기도 광명시 광명동 372-21번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849894480244 37.4725398828613),126.849894480244,37.4725398828613
14330,경기도,부천시오정구,원종2동,원종동,217-15,원종로30번길,22,2통,신성빌라,가,지1,경기도 부천시오정구 원종2동 217-15,경기도 부천시 원종동 217-15번지,1988-09-01,다세대주택,경기도 부천시 원종동 217-15번지,2010-09-21,2010,2105,232.8014645,2,POINT (126.803129495496 37.5231076951712),126.803129495496,37.5231076951712
11355,서울특별시,서초구,서초2동,서초동,1342-11,서운로11길,20,8통,\N,\N,B02,서울특별시 서초구 서초2동 1342-11,서울특별시 서초구 서초동 1342-11번지,1996-10-19,다가구주택,서울특별시 서초구 서초동 1342-11번지,2013-01-01,2013,24,137.564,3,POINT (127.027272650519 37.4877330043762),127.027272650519,37.4877330043762
23305,경기도,광명시,광명7동,광명동,41-313,새터로102번길,4,6통,\N,\N,\N,경기도 광명시 광명7동 41-313,경기도 광명시 광명동 41-313번지,1989-11-09,단독주택,경기도 광명시 광명동 41-313번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.857496028234 37.4760091944952),126.857496028234,37.4760091944952
22514,경기도,광명시,광명6동,광명동,372-21,광화로,09월 11일,9통,\N,\N,2,경기도 광명시 광명6동 372-21,경기도 광명시 광명동 372-21번지,1988-12-19,단독주택,경기도 광명시 광명동 372-21번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849894480244 37.4725398828613),126.849894480244,37.4725398828613
14331,경기도,부천시오정구,원종2동,원종동,217-15,원종로30번길,22,2통,신성빌라,가,지2,경기도 부천시오정구 원종2동 217-15,경기도 부천시 원종동 217-15번지,1988-09-01,다세대주택,경기도 부천시 원종동 217-15번지,2010-09-21,2010,2105,232.8014645,2,POINT (126.803129495496 37.5231076951712),126.803129495496,37.5231076951712
11356,서울특별시,서초구,서초2동,서초동,1342-11,서운로11길,20,8통,\N,\N,B04,서울특별시 서초구 서초2동 1342-11,서울특별시 서초구 서초동 1342-11번지,1996-10-19,다가구주택,서울특별시 서초구 서초동 1342-11번지,2013-01-01,2013,24,137.564,3,POINT (127.027272650519 37.4877330043762),127.027272650519,37.4877330043762
23306,경기도,광명시,광명7동,광명동,41-313,새터로102번길,4,6통,\N,\N,\N,경기도 광명시 광명7동 41-313,경기도 광명시 광명동 41-313번지,1989-11-09,단독주택,경기도 광명시 광명동 41-313번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.857496028234 37.4760091944952),126.857496028234,37.4760091944952
22515,경기도,광명시,광명6동,광명동,372-21,광화로,09월 11일,9통,\N,\N,\N,경기도 광명시 광명6동 372-21,경기도 광명시 광명동 372-21번지,1988-12-19,단독주택,경기도 광명시 광명동 372-21번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.849894480244 37.4725398828613),126.849894480244,37.4725398828613
17814,충청북도,청주시상당구,영운동,영운동,210-6,영운뚝방길,133,10통,은하연립,다,B4,충청북도 청주시상당구 영운동 210-6,충청북도 청주시 상당구 영운동 210-6번지,1983-12-30,연립주택,충청북도 청주시 상당구 영운동 210-6번지,2017-07-16,2017,6953,10249.14957,4,POINT (127.50155845075 36.6163959059009),127.50155845075,36.6163959059009
11357,서울특별시,서초구,서초2동,서초동,1342-9,서운로11길,16,8통,평강주택,\N,102,서울특별시 서초구 서초2동 1342-9,서울특별시 서초구 서초동 1342-9번지,1997-02-14,다가구주택,서울특별시 서초구 서초동 1342-9번지,2013-01-01,2013,22,115.628,3,POINT (127.027532824794 37.4878230679258),127.027532824794,37.4878230679258
23307,경기도,광명시,광명7동,광명동,41-313,새터로102번길,4,6통,\N,\N,\N,경기도 광명시 광명7동 41-313,경기도 광명시 광명동 41-313번지,1989-11-09,단독주택,경기도 광명시 광명동 41-313번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.857496028234 37.4760091944952),126.857496028234,37.4760091944952
5609,경기도,부천시원미구,소사동,소사동,05월 21일,부일로571번길,Jan-79,6통,\N,\N,\N,경기도 부천시원미구 소사동 5-21,경기도 부천시 소사동 5-21번지,1988-07-13,단독주택,경기도 부천시 소사동 5-21번지,2010-09-21,2010,1957,137.48285,2,POINT (126.790516491416 37.4865322967463),126.790516491416,37.4865322967463
14332,경기도,부천시오정구,원종2동,원종동,217-16,원종로30번길,24,2통,신성빌라,다,지1,경기도 부천시오정구 원종2동 217-16,경기도 부천시 원종동 217-16번지,1988-09-07,다세대주택,경기도 부천시 원종동 217-16번지,2011-07-27,2011,4431,213.6216425,2,POINT (126.803050454149 37.5230535480767),126.803050454149,37.5230535480767
11358,서울특별시,서초구,서초2동,서초동,1342-9,서운로11길,16,8통,평강주택,\N,103,서울특별시 서초구 서초2동 1342-9,서울특별시 서초구 서초동 1342-9번지,1997-02-14,다가구주택,서울특별시 서초구 서초동 1342-9번지,2013-01-01,2013,22,115.628,3,POINT (127.027532824794 37.4878230679258),127.027532824794,37.4878230679258
23308,경기도,광명시,광명7동,광명동,41-314,새터로102번길,04월 01일,6통,\N,\N,\N,경기도 광명시 광명7동 41-314,경기도 광명시 광명동 41-314번지,1989-11-10,단독주택,경기도 광명시 광명동 41-314번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.857473648553 37.4759460787643),126.857473648553,37.4759460787643
5612,경기도,부천시원미구,소사동,소사동,05월 26일,부일로571번길,65,6통,\N,\N,\N,경기도 부천시원미구 소사동 5-26,경기도 부천시 소사동 5-26번지,1988-06-24,단독주택,경기도 부천시 소사동 5-26번지,2010-09-21,2010,1417,133.1542,2,POINT (126.79125200342 37.4863443744771),126.79125200342,37.4863443744771
14333,경기도,부천시오정구,원종2동,원종동,217-16,원종로30번길,24,2통,신성빌라,다,지2,경기도 부천시오정구 원종2동 217-16,경기도 부천시 원종동 217-16번지,1988-09-07,다세대주택,경기도 부천시 원종동 217-16번지,2011-07-27,2011,4431,213.6216425,2,POINT (126.803050454149 37.5230535480767),126.803050454149,37.5230535480767
11428,서울특별시,서초구,서초2동,서초동,1359-18,서운로6길,08월 21일,3통,\N,\N,B101,서울특별시 서초구 서초2동 1359-18,서울특별시 서초구 서초동 1359-18번지,1997-05-30,다가구주택,서울특별시 서초구 서초동 1359-18번지,2013-01-01,2013,28,93.199,3,POINT (127.030845017652 37.4860471941),127.030845017652,37.4860471941
23309,경기도,광명시,광명7동,광명동,41-314,새터로102번길,04월 01일,6통,\N,\N,\N,경기도 광명시 광명7동 41-314,경기도 광명시 광명동 41-314번지,1989-11-10,단독주택,경기도 광명시 광명동 41-314번지,2010-09-21,2010,3960,374674.2458,2,POINT (126.857473648553 37.4759460787643),126.857473648553,37.4759460787643
